1999,NFL,100,ConferenceChampionship,NFC Championship,Rams,11,6,,Buccaneers,,,,,
1999,NFL,200,SuperBowl,Super Bowl,Rams,23,16,,Chiefs,Georgia Dome,72625,XXXIV,,
2000,NFL,25,Wildcard,AFC Wildcard,Dolphins,23,17,OT,Colts,,,,,
2000,NFL,25,Wildcard,AFC Wildcard,Ravens,21,3,,Broncos,,,,,
2000,NFL,25,Wildcard,NFC Wildcard,Saints,31,28,,Rams,,,,,
2000,NFL,25,Wildcard,NFC Wildcard,Eagles,21,3,,Buccaneers,,,,,
2000,NFL,50,Divisional,AFC Divisional,Raiders,27,0,,Dolphins,,,,,
2000,NFL,50,Divisional,AFC Divisional,Ravens,24,10,,Chiefs,,,,,
2000,NFL,50,Divisional,NFC Divisional,Vikings,34,16,,Saints,,,,,
2000,NFL,50,Divisional,NFC Divisional,Giants,20,10,,Eagles,,,,,
2000,NFL,100,ConferenceChampionship,AFC Championship,Ravens,16,3,,Raiders,,,,,
2000,NFL,100,ConferenceChampionship,NFC Championship,Giants,41,0,,Vikings,,,,,
2000,NFL,200,SuperBowl,Super Bowl,Ravens,34,7,,Giants,Raymond James Stadium,71921,XXXV,,
2001,NFL,25,Wildcard,AFC Wildcard,Raiders,38,24,,Jets,,,,,
2001,NFL,25,Wildcard,AFC Wildcard,Ravens,20,3,,Dolphins,,,,,
2001,NFL,25,Wildcard,NFC Wildcard,Eagles,31,9,,Buccaneers,,,,,
2001,NFL,25,Wildcard,NFC Wildcard,Packers,25,15,,49ers,,,,,
2001,NFL,50,Divisional,AFC Divisional,Patriots,16,13,OT,Raiders,,,,,
2001,NFL,50,Divisional,AFC Divisional,Steelers,27,10,,Ravens,,,,,
2001,NFL,50,Divisional,NFC Divisional,Eagles,33,19,,Bears,,,,,
2001,NFL,50,Divisional,NFC Divisional,Rams,45,17,,Packers,,,,,
2001,NFL,100,ConferenceChampionship,AFC Championship,Patriots,24,17,,Steelers,,,,,
2001,NFL,100,ConferenceChampionship,NFC Championship,Rams,29,24,,Eagles,,,,,
2001,NFL,200,SuperBowl,Super Bowl,Patriots,20,17,,Rams,Louisiana Superdome,72922,XXXVI,,
2002,NFL,25,Wildcard,AFC Wildcard,Jets,41,0,,Colts,,,,,
2002,NFL,25,Wildcard,AFC Wildcard,Steelers,36,33,,Browns,,,,,
2002,NFL,25,Wildcard,NFC Wildcard,Falcons,27,7,,Packers,,,,,
2002,NFL,25,Wildcard,NFC Wildcard,49ers,39,38,,Giants,,,,,
2002,NFL,50,Divisional,AFC Divisional,Titans,34,31,OT,Steelers,,,,,
2002,NFL,50,Divisional,AFC Divisional,Raiders,30,10,,Jets,,,,,
2002,NFL,50,Divisional,NFC Divisional,Buccaneers,31,6,,49ers,,,,,
2002,NFL,50,Divisional,NFC Divisional,Eagles,20,6,,Falcons,,,,,
2002,NFL,100,ConferenceChampionship,AFC Championship,Raiders,41,24,,Chiefs,,,,,
2002,NFL,100,ConferenceChampionship,NFC Championship,Buccaneers,27,10,,Eagles,,,,,
2002,NFL,200,SuperBowl,Super Bowl,Buccaneers,48,21,,Raiders,Qualcomm Stadium,67603,XXXVII,,
2003,NFL,25,Wildcard,AFC Wildcard,Titans,20,17,,Ravens,,,,,
2003,NFL,25,Wildcard,AFC Wildcard,Colts,41,10,,Broncos,,,,,
2003,NFL,25,Wildcard,NFC Wildcard,Panthers,29,10,,Cowboys,,,,,
2003,NFL,25,Wildcard,NFC Wildcard,Packers,33,27,OT,Seahawks,,,,,
2003,NFL,50,Divisional,AFC Divisional,Patriots,17,14,,Chiefs,,,,,
2003,NFL,50,Divisional,AFC Divisional,Colts,38,31,,Chiefs,,,,,
2003,NFL,50,Divisional,NFC Divisional,Panthers,29,23,OT,Rams,,,,,
2003,NFL,50,Divisional,NFC Divisional,Eagles,20,17,OT,Packers,,,,,
2003,NFL,100,ConferenceChampionship,AFC Championship,Patriots,24,14,,Colts,,,,,
2003,NFL,100,ConferenceChampionship,NFC Championship,Panthers,14,3,,Eagles,,,,,
2003,NFL,200,SuperBowl,Super Bowl,Patriots,32,29,,Panthers,Reliant Stadium,71525,XXXVIII,,
2004,NFL,25,Wildcard,AFC Wildcard,Jets,20,17,OT,Chargers,,,,,
2004,NFL,25,Wildcard,AFC Wildcard,Colts,49,24,,Broncos,,,,,
2004,NFL,25,Wildcard,NFC Wildcard,Rams,27,20,,Seahawks,,,,,
2004,NFL,25,Wildcard,NFC Wildcard,Vikings,31,17,,Packers,,,,,
2004,NFL,50,Divisional,AFC Divisional,Steelers,20,17,OT,Jets,,,,,
2004,NFL,50,Divisional,AFC Divisional,Patriots,20,3,,Colts,,,,,
2004,NFL,50,Divisional,NFC Divisional,Falcons,47,17,,Rams,,,,,
2004,NFL,50,Divisional,NFC Divisional,Eagles,27,14,,Vikings,,,,,
2004,NFL,100,ConferenceChampionship,AFC Championship,Patriots,41,27,,Steelers,,,,,
2004,NFL,100,ConferenceChampionship,NFC Championship,Eagles,27,10,,Falcons,,,,,
2004,NFL,200,SuperBowl,Super Bowl,Patriots,24,21,,Eagles,Alltel Stadium,78125,XXXIX,,
2005,NFL,25,Wildcard,AFC Wildcard,Patriots,28,3,,Jaguars,,,,,
2005,NFL,25,Wildcard,AFC Wildcard,Steelers,31,17,,Bengals,,,,,
2005,NFL,25,Wildcard,NFC Wildcard,Redskins,17,10,,Buccaneers,,,,,
2005,NFL,25,Wildcard,NFC Wildcard,Panthers,23,0,,Giants,,,,,
2005,NFL,50,Divisional,AFC Divisional,Broncos,27,13,,Patriots,,,,,
2005,NFL,50,Divisional,AFC Divisional,Steelers,21,18,,Colts,,,,,
2005,NFL,50,Divisional,NFC Divisional,Seahawks,20,10,,Redskins,,,,,
2005,NFL,50,Divisional,NFC Divisional,Panthers,29,21,,Bears,,,,,
2005,NFL,100,ConferenceChampionship,AFC Championship,Steelers,34,17,,Broncos,,,,,
2005,NFL,100,ConferenceChampionship,NFC Championship,Seahawks,34,14,,Panthers,,,,,
2005,NFL,200,SuperBowl,Super Bowl,Steelers,21,10,,Seahawks,Ford Field,68206,XL,,
2006,NFL,25,Wildcard,AFC Wildcard,Colts,23,8,,Chiefs,,,,,
2006,NFL,25,Wildcard,AFC Wildcard,Patriots,37,16,,Jets,,,,,
2006,NFL,25,Wildcard,NFC Wildcard,Seahawks,21,20,,Cowboys,,,,,
2006,NFL,25,Wildcard,NFC Wildcard,Eagles,23,20,,Giants,,,,,
2006,NFL,50,Divisional,AFC Divisional,Colts,15,6,,Ravens,,,,,
2006,NFL,50,Divisional,AFC Divisional,Patriots,24,21,,Chargers,,,,,
2006,NFL,50,Divisional,NFC Divisional,Saints,27,24,,Eagles,,,,,
2006,NFL,50,Divisional,NFC Divisional,Bears,27,24,OT,Seahawks,,,,,
2006,NFL,100,ConferenceChampionship,AFC Championship,Colts,38,34,,Patriots,,,,,
2006,NFL,100,ConferenceChampionship,NFC Championship,Bears,39,14,,Saints,,,,,
2006,NFL,200,SuperBowl,Super Bowl,Colts,29,17,,Bears,Dolphin Stadium,74512,XLI,,
2007,NFL,25,Wildcard,AFC Wildcard,Chargers,17,6,,Chiefs,,,,,
2007,NFL,25,Wildcard,AFC Wildcard,Jaguars,31,29,,Steelers,,,,,
2007,NFL,25,Wildcard,NFC Wildcard,Seahawks,35,14,,Redskins,,,,,
2007,NFL,25,Wildcard,NFC Wildcard,Giants,24,14,,Buccaneers,,,,,
2007,NFL,50,Divisional,AFC Divisional,Patriots,31,20,,Jaguars,,,,,
2007,NFL,50,Divisional,AFC Divisional,Chargers,28,24,,Colts,,,,,
2007,NFL,50,Divisional,NFC Divisional,Giants,21,17,,Cowboys,,,,,
2007,NFL,50,Divisional,NFC Divisional,Packers,42,20,,Seahawks,,,,,
2007,NFL,100,ConferenceChampionship,AFC Championship,Patriots,21,12,,Chargers,,,,,
2007,NFL,100,ConferenceChampionship,NFC Championship,Giants,23,20,OT,Packers,,,,,
2007,NFL,200,SuperBowl,Super Bowl,Giants,17,14,,Patriots,University of Phoenix Stadium,71101,XLII,,
2008,NFL,25,Wildcard,AFC Wildcard,Chargers,23,17,OT,Colts,,,,,
2008,NFL,25,Wildcard,AFC Wildcard,Ravens,27,9,,Dolphins,,,,,
2008,NFL,25,Wildcard,NFC Wildcard,Cardinals,30,24,,Falcons,,,,,
2008,NFL,25,Wildcard,NFC Wildcard,Eagles,26,14,,Vikings,,,,,
2008,NFL,50,Divisional,AFC Divisional,Ravens,13,10,,Chiefs,,,,,
2008,NFL,50,Divisional,AFC Divisional,Steelers,35,24,,Chargers,,,,,
2008,NFL,50,Divisional,NFC Divisional,Cardinals,33,13,,Panthers,,,,,
2008,NFL,50,Divisional,NFC Divisional,Eagles,23,11,,Giants,,,,,
2008,NFL,100,ConferenceChampionship,AFC Championship,Steelers,23,14,,Ravens,,,,,
2008,NFL,100,ConferenceChampionship,NFC Championship,Cardinals,32,25,,Eagles,,,,,
2008,NFL,200,SuperBowl,Super Bowl,Steelers,27,23,,Cardinals,Raymond James Stadium,70774,XLIII,,
2009,NFL,25,Wildcard,AFC Wildcard,Jets,24,14,,Bengals,,,,,
2009,NFL,25,Wildcard,AFC Wildcard,Ravens,33,14,,Patriots,,,,,
2009,NFL,25,Wildcard,NFC Wildcard,Cowboys,34,14,,Eagles,,,,,
2009,NFL,25,Wildcard,NFC Wildcard,Cardinals,51,45,OT,Packers,,,,,
2009,NFL,50,Divisional,AFC Divisional,Colts,20,3,,Ravens,,,,,
2009,NFL,50,Divisional,AFC Divisional,Jets,17,14,,Chargers,,,,,
2009,NFL,50,Divisional,NFC Divisional,Saints,45,14,,Cardinals,,,,,
2009,NFL,50,Divisional,NFC Divisional,Vikings,34,3,,Cowboys,,,,,
2009,NFL,100,ConferenceChampionship,AFC Championship,Colts,30,17,,Jets,,,,,
2009,NFL,100,ConferenceChampionship,NFC Championship,Saints,31,28,OT,Vikings,,,,,
2009,NFL,200,SuperBowl,Super Bowl,Saints,31,17,,Colts,Sun Life Stadium,74059,XLIV,,
2010,NFL,25,Wildcard,AFC Wildcard,Jets,17,16,,Colts,,,,,
2010,NFL,25,Wildcard,AFC Wildcard,Ravens,30,7,,Chiefs,,,,,
2010,NFL,25,Wildcard,NFC Wildcard,Seahawks,41,36,,Saints,,,,,
2010,NFL,25,Wildcard,NFC Wildcard,Packers,21,16,,Eagles,,,,,
2010,NFL,50,Divisional,AFC Divisional,Steelers,31,24,,Ravens,,,,,
2010,NFL,50,Divisional,AFC Divisional,Jets,28,21,,Patriots,,,,,
2010,NFL,50,Divisional,NFC Divisional,Packers,48,21,,Falcons,,,,,
2010,NFL,50,Divisional,NFC Divisional,Bears,35,24,,Seahawks,,,,,
2010,NFL,100,ConferenceChampionship,AFC Championship,Steelers,24,19,,Jets,,,,,
2010,NFL,100,ConferenceChampionship,NFC Championship,Packers,21,14,,Bears,,,,,
2010,NFL,200,SuperBowl,Super Bowl,Packers,31,25,,Steelers,Cowboys Stadium,103219,XLV,,
2011,NFL,25,Wildcard,AFC Wildcard,Texans,31,10,,Bengals,,,,,
2011,NFL,25,Wildcard,AFC Wildcard,Broncos,29,23,OT,Steelers,,,,,
2011,NFL,25,Wildcard,NFC Wildcard,Saints,45,28,,Lions,,,,,
2011,NFL,25,Wildcard,NFC Wildcard,Giants,24,2,,Falcons,,,,,
2011,NFL,50,Divisional,AFC Divisional,Ravens,20,13,,Texans,,,,,
2011,NFL,50,Divisional,AFC Divisional,Patriots,45,10,,Broncos,,,,,
2011,NFL,50,Divisional,NFC Divisional,49ers,36,32,,Saints,,,,,
2011,NFL,50,Divisional,NFC Divisional,Giants,37,20,,Packers,,,,,
2011,NFL,100,ConferenceChampionship,AFC Championship,Patriots,23,20,,Ravens,,,,,
2011,NFL,100,ConferenceChampionship,NFC Championship,Giants,20,17,OT,49ers,,,,,
2011,NFL,200,SuperBowl,Super Bowl,Giants,21,17,,Patriots,Lucas Oil Stadium,68658,XLVI,,
2012,NFL,25,Wildcard,AFC Wildcard,Texans,19,13,,Bengals,,,,,
2012,NFL,25,Wildcard,AFC Wildcard,Ravens,24,9,,Colts,,,,,
2012,NFL,25,Wildcard,NFC Wildcard,Packers,24,10,,Vikings,,,,,
2012,NFL,25,Wildcard,NFC Wildcard,Seahawks,24,14,,Redskins,,,,,
2012,NFL,50,Divisional,AFC Divisional,Ravens,38,35,OT,Broncos,,,,,
2012,NFL,50,Divisional,AFC Divisional,Patriots,41,28,,Texans,,,,,
2012,NFL,50,Divisional,NFC Divisional,49ers,45,31,,Packers,,,,,
2012,NFL,50,Divisional,NFC Divisional,Falcons,30,28,,Seahawks,,,,,
2012,NFL,100,ConferenceChampionship,AFC Championship,Ravens,28,13,,Patriots,,,,,
2012,NFL,100,ConferenceChampionship,NFC Championship,49ers,28,24,,Falcons,,,,,
2012,NFL,200,SuperBowl,Super Bowl,Ravens,34,31,,49ers,Mercedes-Benz Superdome,71024,XLVII,,
2013,NFL,25,Wildcard,AFC Wildcard,Colts,45,44,,Chiefs,,,,,
2013,NFL,25,Wildcard,AFC Wildcard,Chargers,27,10,,Bengals,,,,,
2013,NFL,25,Wildcard,NFC Wildcard,Saints,26,24,,Eagles,,,,,
2013,NFL,25,Wildcard,NFC Wildcard,49ers,23,20,,Packers,,,,,
2013,NFL,50,Divisional,AFC Divisional,Broncos,24,17,,Chargers,,,,,
2013,NFL,50,Divisional,AFC Divisional,Patriots,43,22,,Colts,,,,,
2013,NFL,50,Divisional,NFC Divisional,Seahawks,23,15,,Saints,,,,,
2013,NFL,50,Divisional,NFC Divisional,49ers,23,10,,Panthers,,,,,
2013,NFL,100,ConferenceChampionship,AFC Championship,Broncos,26,16,,Patriots,,,,,
2013,NFL,100,ConferenceChampionship,NFC Championship,Seahawks,23,17,,49ers,,,,,
2013,NFL,200,SuperBowl,Super Bowl,Seahawks,43,8,,Broncos,MetLife Stadium,82529,XLVIII,,
2014,NFL,25,Wildcard,AFC Wildcard,Ravens,30,17,,Steelers,,,,,
2014,NFL,25,Wildcard,AFC Wildcard,Colts,26,10,,Bengals,,,,,
2014,NFL,25,Wildcard,NFC Wildcard,Panthers,27,16,,Cardinals,,,,,
2014,NFL,25,Wildcard,NFC Wildcard,Cowboys,24,20,,Lions,,,,,
2014,NFL,50,Divisional,AFC Divisional,Patriots,35,31,,Ravens,,,,,
2014,NFL,50,Divisional,AFC Divisional,Colts,24,13,,Broncos,,,,,
2014,NFL,50,Divisional,NFC Divisional,Seahawks,31,17,,Panthers,,,,,
2014,NFL,50,Divisional,NFC Divisional,Packers,26,21,,Cowboys,,,,,
2014,NFL,100,ConferenceChampionship,AFC Championship,Patriots,45,7,,Colts,,,,,
2014,NFL,100,ConferenceChampionship,NFC Championship,Seahawks,28,22,OT,Packers,,,,,
2014,NFL,200,SuperBowl,Super Bowl,Patriots,28,24,,Seahawks,University of Phoenix Stadium,70288,XLIX,,
2015,NFL,25,Wildcard,AFC Wildcard,Chiefs,30,0,,Texans,,,,,
2015,NFL,25,Wildcard,AFC Wildcard,Steelers,18,16,,Bengals,,,,,
2015,NFL,25,Wildcard,NFC Wildcard,Seahawks,10,9,,Vikings,,,,,
2015,NFL,25,Wildcard,NFC Wildcard,Packers,35,18,,Redskins,,,,,
2015,NFL,50,Divisional,AFC Divisional,Patriots,27,20,,Chiefs,,,,,
2015,NFL,50,Divisional,AFC Divisional,Broncos,23,16,,Steelers,,,,,
2015,NFL,50,Divisional,NFC Divisional,Cardinals,26,20,OT,Packers,,,,,
2015,NFL,50,Divisional,NFC Divisional,Panthers,31,24,,Seahawks,,,,,
2015,NFL,100,ConferenceChampionship,AFC Championship,Broncos,20,18,,Patriots,,,,,
2015,NFL,100,ConferenceChampionship,NFC Championship,Panthers,49,15,,Cardinals,,,,,
2015,NFL,200,SuperBowl,Super Bowl,Broncos,24,10,,Panthers,Levi's Stadium,71088,L,,
2016,NFL,25,Wildcard,AFC Wildcard,Texans,27,14,,Raiders,,,,,
2016,NFL,25,Wildcard,AFC Wildcard,Steelers,30,12,,Dolphins,,,,,
2016,NFL,25,Wildcard,NFC Wildcard,Seahawks,26,6,,Lions,,,,,
2016,NFL,25,Wildcard,NFC Wildcard,Packers,38,13,,Giants,,,,,
2016,NFL,50,Divisional,AFC Divisional,Patriots,34,16,,Texans,,,,,
2016,NFL,50,Divisional,AFC Divisional,Steelers,18,16,,Chiefs,,,,,
2016,NFL,50,Divisional,NFC Divisional,Falcons,36,20,,Seahawks,,,,,
2016,NFL,50,Divisional,NFC Divisional,Packers,34,31,,Cowboys,,,,,
2016,NFL,100,ConferenceChampionship,AFC Championship,Patriots,36,17,,Steelers,,,,,
2016,NFL,100,ConferenceChampionship,NFC Championship,Falcons,44,21,,Packers,,,,,
2016,NFL,200,SuperBowl,Super Bowl,Patriots,34,28,OT,Falcons,NRG Stadium,70807,LI,,
2017,NFL,25,Wildcard,AFC Wildcard,Titans,22,21,,Chiefs,,,,,
2017,NFL,25,Wildcard,AFC Wildcard,Jaguars,10,3,,Bills,,,,,
2017,NFL,25,Wildcard,NFC Wildcard,Falcons,26,13,,Rams,,,,,
2017,NFL,25,Wildcard,NFC Wildcard,Saints,31,26,,Panthers,,,,,
2017,NFL,50,Divisional,AFC Divisional,Patriots,35,14,,Chiefs,,,,,
2017,NFL,50,Divisional,AFC Divisional,Jaguars,45,42,,Steelers,,,,,
2017,NFL,50,Divisional,NFC Divisional,Eagles,15,10,,Falcons,,,,,
2017,NFL,50,Divisional,NFC Divisional,Vikings,29,24,,Saints,,,,,
2017,NFL,100,ConferenceChampionship,AFC Championship,Patriots,24,20,,Jaguars,,,,,
2017,NFL,100,ConferenceChampionship,NFC Championship,Eagles,38,7,,Vikings,,,,,
2017,NFL,200,SuperBowl,Super Bowl,Eagles,41,33,,Patriots,U.S. Bank Stadium,67612,LII,,
2018,NFL,25,Wildcard,AFC Wildcard,Colts,21,7,,Texans,,,,,
2018,NFL,25,Wildcard,AFC Wildcard,Chargers,23,17,,Ravens,,,,,
2018,NFL,25,Wildcard,NFC Wildcard,Cowboys,24,22,,Seahawks,,,,,
2018,NFL,25,Wildcard,NFC Wildcard,Eagles,16,15,,Bears,,,,,
2018,NFL,50,Divisional,AFC Divisional,Chiefs,31,13,,Colts,,,,,
2018,NFL,50,Divisional,AFC Divisional,Patriots,41,28,,Chargers,,,,,
2018,NFL,50,Divisional,NFC Divisional,Rams,30,22,,Cowboys,,,,,
2018,NFL,50,Divisional,NFC Divisional,Saints,20,14,,Eagles,,,,,
2018,NFL,100,ConferenceChampionship,AFC Championship,Patriots,37,31,OT,Chiefs,,,,,
2018,NFL,100,ConferenceChampionship,NFC Championship,Rams,26,23,OT,Saints,,,,,
2018,NFL,200,SuperBowl,Super Bowl,Patriots,13,3,,Rams,Mercedes-Benz Stadium,73019,LIII,,
