NFL2012,1,1,Indianapolis Colts,AndrewLuck,Andrew,Luck,,QB,Stanford
NFL2012,1,2,Washington Redskins,RobertGriffinIII,Robert,Griffin,III,QB,Baylor
NFL2012,1,3,Cleveland Browns,TrentRichardson,Trent,Richardson,,RB,Alabama
NFL2012,1,4,Minnesota Vikings,MattKalil,Matt,Kalil,,OT,USC
NFL2012,1,5,Jacksonville Jaguars,JustinBlackmon,Justin,Blackmon,,WR,OklahomaState
NFL2012,1,6,Dallas Cowboys,MorrisClaiborne,Morris,Claiborne,,CB,LSU
NFL2012,1,7,Tampa Bay Buccaneers,MarkBarron,Mark,Barron,,S,Alabama
NFL2012,1,8,Miami Dolphins,RyanTannehill,Ryan,Tannehill,,QB,TexasA&M
NFL2012,1,9,Carolina Panthers,LukeKuechly,Luke,Kuechly,,LB,BostonCollege
NFL2012,1,10,Buffalo Bills,StephonGilmore,Stephon,Gilmore,,CB,SouthCarolina
NFL2012,1,11,Kansas City Chiefs,DontariPoe,Dontari,Poe,,DT,Memphis
NFL2012,1,12,Philadelphia Eagles,FletcherCox,Fletcher,Cox,,DT,MississippiState
NFL2012,1,13,Arizona Cardinals,MichaelFloyd,Michael,Floyd,,WR,NotreDame
NFL2012,1,14,St Louis Rams,MichaelBrockers,Michael,Brockers,,DT,LSU
NFL2012,1,15,Seattle Seahawks,BruceIrvin,Bruce,Irvin,,DE,WestVirginia
NFL2012,1,16,New York Jets,QuintonCoples,Quinton,Coples,,DE,NorthCarolina
NFL2012,1,17,Cincinnati Bengals,DreKirkpatrick,Dre,Kirkpatrick,,CB,Alabama
NFL2012,1,18,San Diego Chargers,MelvinIngram,Melvin,Ingram,,LB,SouthCarolina
NFL2012,1,19,Chicago Bears,SheaMcClellin,Shea,McClellin,,DE,BoiseState
NFL2012,1,20,Tennessee Titans,KendallWright,Kendall,Wright,,WR,Baylor
NFL2012,1,21,New England Patriots,ChandlerJones,Chandler,Jones,,DE,Syracuse
NFL2012,1,22,Cleveland Browns,BrandonWeeden,Brandon,Weeden,,QB,OklahomaState
NFL2012,1,23,Detroit Lions,RileyReiff,Riley,Reiff,,OT,Iowa
NFL2012,1,24,Pittsburgh Steelers,DavidDeCastro,David,DeCastro,,G,Stanford
NFL2012,1,25,New England Patriots,DontaHightower,Dont'a,Hightower,,LB,Alabama
NFL2012,1,26,Houston Texans,WhitneyMercilus,Whitney,Mercilus,,DE,Illinois
NFL2012,1,27,Cincinnati Bengals,KevinZeitler,Kevin,Zeitler,,G,Wisconsin
NFL2012,1,28,Green Bay Packers,NickPerry,Nick,Perry,,LB,USC
NFL2012,1,29,Minnesota Vikings,HarrisonSmith,Harrison,Smith,,S,NotreDame
NFL2012,1,30,San Francisco 49ers,AJJenkins-2012,AJ,Jenkins,,WR,Illinois
NFL2012,1,31,Tampa Bay Buccaneers,DougMartin-2012,Doug,Martin,,RB,BoiseState
NFL2012,1,32,New York Giants,DavidWilson,David,Wilson,,RB,VirginiaTech
NFL2012,2,33,St Louis Rams,BrianQuick,Brian,Quick,,WR,AppalachianState
NFL2012,2,34,Indianapolis Colts,CobyFleener,Coby,Fleener,,TE,Stanford
NFL2012,2,35,Baltimore Ravens,CourtneyUpshaw,Courtney,Upshaw,,LB,Alabama
NFL2012,2,36,Denver Broncos,DerekWolfe,Derek,Wolfe,,DT,Cincinnati
NFL2012,2,37,Cleveland Browns,MitchellSchwartz,Mitchell,Schwartz,,OT,California
NFL2012,2,38,Jacksonville Jaguars,AndreBranch,Andre,Branch,,DE,Clemson
NFL2012,2,39,St Louis Rams,JanorisJenkins,Janoris,Jenkins,,CB,NorthAlabama
NFL2012,2,40,Carolina Panthers,AminiSilatolu,Amini,Silatolu,,G,MidwesternState
NFL2012,2,41,Buffalo Bills,CordyGlenn,Cordy,Glenn,,OT,Georgia
NFL2012,2,42,Miami Dolphins,JonathanMartin,Jonathan,Martin,,OT,Stanford
