NFL2007,1,1,Oakland Raiders,JaMarcusRussell,JaMarcus,Russell,,QB,LSU
NFL2007,1,2,Detroit Lions,CalvinJohnson,Calvin,Johnson,,WR,GeorgiaTech
NFL2007,1,3,Cleveland Browns,JoeThomas-2007,Joe,Thomas,,OT,Wisconsin
NFL2007,1,4,Tampa Bay Buccaneers,GainesAdams,Gaines,Adams,,DE,Clemson
NFL2007,1,5,Arizona Cardinals,LeviBrown,Levi,Brown,,OT,PennState
NFL2007,1,6,Washington Redskins,LaRonLandry,LaRon,Landry,,S,LSU
NFL2007,1,7,Minnesota Vikings,AdrianPeterson,Adrian,Peterson,,RB,Oklahoma
NFL2007,1,8,Atlanta Falcons,JamaalAnderson,Jamaal,Anderson,,DE,Arkansas
NFL2007,1,9,Miami Dolphins,TedGinnJr,Ted,Ginn,Jr,WR,OhioState
NFL2007,1,10,Houston Texans,AmobiOkoye,Amobi,Okoye,,DT,Louisville
NFL2007,1,11,San Francisco 49ers,PatrickWillis,Patrick,Willis,,LB,OleMiss
NFL2007,1,12,Buffalo Bills,MarshawnLynch,Marshawn,Lynch,,RB,California
NFL2007,1,13,St Louis Rams,AdamCarriker,Adam,Carriker,,DT,Nebraska
NFL2007,1,14,New York Jets,DarrelleRevis,Darrelle,Revis,,CB,Pittsburgh
NFL2007,1,15,Pittsburgh Steelers,LawrenceTimmons,Lawrence,Timmons,,LB,FloridaState
NFL2007,1,16,Green Bay Packers,JustinHarrell,Justin,Harrell,,DT,Tennessee
NFL2007,1,17,Denver Broncos,JarvisMoss,Jarvis,Moss,,DE,Florida
NFL2007,1,18,Cincinnati Bengals,LeonHall,Leon,Hall,,CB,Michigan
NFL2007,1,19,Tennessee Titans,MichaelGriffin,Michael,Griffin,,S,Texas
NFL2007,1,20,New York Giants,AaronRoss,Aaron,Ross,,CB,Texas
NFL2007,1,21,Jacksonville Jaguars,ReggieNelson-2007,Reggie,Nelson,,S,Florida
NFL2007,1,22,Cleveland Browns,BradyQuinn,Brady,Quinn,,QB,NotreDame
NFL2007,1,23,Kansas City Chiefs,DwayneBowe,Dwayne,Bowe,,WR,LSU
NFL2007,1,24,New England Patriots,BrandonMeriweather,Brandon,Meriweather,,S,MiamiFL
NFL2007,1,25,Carolina Panthers,JonBeason,Jon,Beason,,LB,MiamiFL
NFL2007,1,26,Dallas Cowboys,AnthonySpencer,Anthony,Spencer,,LB,Purdue
NFL2007,1,27,New Orleans Saints,RobertMeachem,Robert,Meachem,,WR,Tennessee
NFL2007,1,28,San Francisco 49ers,JoeStaley,Joe,Staley,,OT,CentralMichigan
NFL2007,1,29,Baltimore Ravens,BenGrubbs,Ben,Grubbs,,G,Auburn
