NFL2000,1,1,Cleveland Browns,CourtneyBrown,Courtney,Brown,,DE,PennState
NFL2000,1,2,Washington Redskins,LaVarArrington,LaVar,Arrington,,LB,PennState
NFL2000,1,3,Washington Redskins,ChrisSamuels,Chris,Samuels,,OT,Alabama
NFL2000,1,4,Cincinnati Bengals,PeterWarrick,Peter,Warrick,,WR,FloridaState
NFL2000,1,5,Baltimore Ravens,JamalLewis,Jamal,Lewis,,RB,Tennessee
NFL2000,1,6,Philadelphia Eagles,CoreySimon,Corey,Simon,,DT,FloridaState
NFL2000,1,7,Arizona Cardinals,ThomasJones,Thomas,Jones,,RB,Virginia
NFL2000,1,8,Pittsburgh Steelers,PlaxicoBurress,Plaxico,Burress,,WR,MichiganState
NFL2000,1,9,Chicago Bears,BrianUrlacher,Brian,Urlacher,,LB,NewMexico
NFL2000,1,10,Baltimore Ravens,TravisTaylor,Travis,Taylor,,WR,Florida
NFL2000,1,11,New York Giants,RonDayne,Ron,Dayne,,RB,Wisconsin
NFL2000,1,12,New York Jets,ShaunEllis,Shaun,Ellis,,DE,Tennessee
NFL2000,1,13,New York Jets,JohnAbraham,John,Abraham,,DE,SouthCarolina
NFL2000,1,14,Green Bay Packers,BubbaFranks,Bubba,Franks,,TE,MiamiFL
NFL2000,1,15,Denver Broncos,DelthaO’Neal,Deltha,O’Neal,,CB,California
NFL2000,1,16,San Francisco 49ers,JulianPeterson,Julian,Peterson,,LB,MichiganState
NFL2000,1,17,Oakland Raiders,SebastianJanikowski,Sebastian,Janikowski,,K,FloridaState
NFL2000,1,18,New York Jets,ChadPennington,Chad,Pennington,,QB,Marshall
NFL2000,1,19,Seattle Seahawks,ShaunAlexander,Shaun,Alexander,,RB,Alabama
NFL2000,1,20,Detroit Lions,StockarMcDougle,Stockar,McDougle,,OT,Oklahoma
NFL2000,1,21,Kansas City Chiefs,SylvesterMorris,Sylvester,Morris,,WR,JacksonState
NFL2000,1,22,Seattle Seahawks,ChrisMcIntosh,Chris,McIntosh,,OT,Wisconsin
NFL2000,1,23,Carolina Panthers,RashardAnderson,Rashard,Anderson,,CB,JacksonState
NFL2000,1,24,San Francisco 49ers,AhmedPlummer,Ahmed,Plummer,,CB,OhioState
NFL2000,1,25,Minnesota Vikings,ChrisHovan,Chris,Hovan,,DT,BostonCollege
NFL2000,1,26,Buffalo Bills,ErikFlowers,Erik,Flowers,,DE,ArizonaState
NFL2000,1,27,New York Jets,AnthonyBecht,Anthony,Becht,,TE,WestVirginia
NFL2000,1,28,Indianapolis Colts,RobMorris,Rob,Morris,,LB,BYU
NFL2000,1,29,Jacksonville Jaguars,RJaySoward,R Jay,Soward,,WR,USC
NFL2000,1,30,Tennessee Titans,KeithBulluck,Keith,Bulluck,,LB,Syracuse
NFL2000,1,31,St. Louis Rams,TrungCanidate,Trung,Canidate,,RB,Arizona
NFL2000,2,32,Cleveland Browns,DennisNorthcutt,Dennis,Northcutt,,WR,Arizona
NFL2000,2,33,New Orleans Saints,DarrenHoward,Darren,Howard,,DE,KansasState
NFL2000,2,34,Cincinnati Bengals,MarkRoman,Mark,Roman,,S,LSU
NFL2000,2,35,San Francisco 49ers,JohnEngelberger,John,Engelberger,,DE,VirginiaTech
NFL2000,2,36,Philadelphia Eagles,ToddPinkston,Todd,Pinkston,,WR,SouthernMiss
NFL2000,2,37,Atlanta Falcons,TravisClaridge,Travis,Claridge,,G,USC
NFL2000,2,38,Pittsburgh Steelers,MarvelSmith,Marvel,Smith,,OT,ArizonaState
NFL2000,2,39,Chicago Bears,MikeBrown,Mike,Brown,,SS,Nebraska
NFL2000,2,40,Denver Broncos,IanGold,Ian,Gold,,LB,Michigan
NFL2000,2,41,Arizona Cardinals,RaynochThompson,Raynoch,Thompson,,LB,Tennessee
