NFL1981,1,1,New Orleans Saints,GeorgeRogers,George,Rogers,,Running back,SouthCarolina
NFL1981,1,2,New York Giants,LawrenceTaylor,Lawrence,Taylor,,Linebacker,NorthCarolina
NFL1981,1,3,New York Jets,FreemanMcNeil,Freeman,McNeil,,Running back,UCLA
NFL1981,1,4,Seattle Seahawks,KennyEasley,Kenny,Easley,,Strong Safety,UCLA
NFL1981,1,5,St Louis Cardinals,EJJunior,EJ,Junior,,Linebacker,Alabama
NFL1981,1,6,Green Bay Packers,RichCampbell,Rich,Campbell,,Quarterback,California
NFL1981,1,7,Tampa Bay Buccaneers,HughGreen,Hugh,Green,,Linebacker,Pitt
NFL1981,1,8,San Francisco 49ers,RonnieLott,Ronnie,Lott,,Cornerback,USC
NFL1981,1,9,Los Angeles Rams,MelOwens,Mel,Owens,,Linebacker,Michigan
NFL1981,1,10,Cincinnati Bengals,DavidVerser,David,Verser,,Wide receiver,Kansas
NFL1981,1,11,Chicago Bears,KeithVanHorne,Keith,Van Horne,,Offensive tackle,USC
NFL1981,1,12,Baltimore Colts,RandyMcMillan,Randy,McMillan,,Running back,Pitt
NFL1981,1,13,Miami Dolphins,DavidOverstreet,David,Overstreet,,Running back,Oklahoma
NFL1981,1,14,Kansas City Chiefs,WillieScott,Willie,Scott,,Tight end,SouthCarolina
NFL1981,1,15,Denver Broncos,DennisSmith,Dennis,Smith,,Safety,USC
NFL1981,1,16,Detroit Lions,MarkNichols2,Mark,Nichols,,Wide receiver,SanJoséState
NFL1981,1,17,Pittsburgh Steelers,KeithGary,Keith,Gary,,Defensive end,Oklahoma
NFL1981,1,18,Baltimore Colts,DonnellThompson,Donnell,Thompson,,Defensive tackle,NorthCarolina
NFL1981,1,19,New England Patriots,BrianHolloway,Brian,Holloway,,Offensive tackle,Stanford
NFL1981,1,20,Washington Redskins,MarkMay,Mark,May,,Offensive tackle,Pitt
NFL1981,1,21,Oakland Raiders,TedWatts,Ted,Watts,,Cornerback,TexasTech
