NFL1987,1,1,Tampa Bay Buccaneers,VinnyTestaverde,Vinny,Testaverde,,Quarterback,MiamiFL
NFL1987,1,2,Indianapolis Colts,CorneliusBennett,Cornelius,Bennett,,Outside Linebacker,Alabama
NFL1987,1,3,Houston Oilers,AlonzoHighsmith,Alonzo,Highsmith,,Running Back,MiamiFL
NFL1987,1,4,Green Bay Packers,BrentFullwood,Brent,Fullwood,,Running Back,Auburn
NFL1987,1,5,Cleveland Browns,MikeJunkin,Mike,Junkin,,Inside Linebacker,Duke
NFL1987,1,6,St Louis Cardinals,KellyStouffer,Kelly,Stouffer,,Quarterback,ColoradoState
NFL1987,1,7,Detroit Lions,ReggieRogers,Reggie,Rogers,,Defensive Tackle,Washington
NFL1987,1,8,Buffalo Bills,ShaneConlan,Shane,Conlan,,Middle Linebacker,PennState
NFL1987,1,9,Philadelphia Eagles,JeromeBrown,Jerome,Brown,,Defensive Tackle,MiamiFL
NFL1987,1,10,Pittsburgh Steelers,RodWoodson,Rod,Woodson,,Cornerback,Purdue
NFL1987,1,11,New Orleans Saints,ShawnKnight,Shawn,Knight,,Nose Tackle,BYU
NFL1987,1,12,Dallas Cowboys,DannyNoonan,Danny,Noonan,,Defensive Tackle,Nebraska
NFL1987,1,13,Atlanta Falcons,ChrisMiller,Chris,Miller,,Quarterback,Oregon
NFL1987,1,14,Minnesota Vikings,DJDozier,DJ,Dozier,,Running Back,PennState
NFL1987,1,15,Los Angeles Raiders,JohnClay,John,Clay,,Offensive Tackle,Missouri
NFL1987,1,16,Miami Dolphins,JohnBosa,John,Bosa,,Defensive End,BostonCollege
NFL1987,1,17,Cincinnati Bengals,JasonBuck,Jason,Buck,,Defensive End,BYU
NFL1987,1,18,Seattle Seahawks,TonyWoods,Tony,Woods,,Defensive End,Pitt
NFL1987,1,19,Kansas City Chiefs,PaulPalmer,Paul,Palmer,,Running Back,Temple
NFL1987,1,20,Houston Oilers,HaywoodJeffires,Haywood,Jeffires,,Wide Receiver,NorthCarolinaState
NFL1987,1,21,New York Jets,RogerVick,Roger,Vick,,Fullback,TexasA&M
NFL1987,1,22,San Francisco 49ers,HarrisBarton,Harris,Barton,,Offensive Tackle,NorthCarolina
NFL1987,1,23,New England Patriots,BruceArmstrong,Bruce,Armstrong,,Offensive Tackle,Louisville
NFL1987,1,24,San Diego Chargers,RodBernstine,Rod,Bernstine,,Running Back,TexasA&M
NFL1987,1,25,San Francisco 49ers,TerrenceFlagler,Terrence,Flagler,,Running Back,Clemson
NFL1987,1,26,Chicago Bears,JimHarbaugh,Jim,Harbaugh,,Quarterback,Michigan
NFL1987,1,27,Denver Broncos,RickyNattiel,Ricky,Nattiel,,Wide Receiver,Florida
NFL1987,1,28,New York Giants,MarkIngram,Mark,Ingram,,Wide Receiver,MichiganState
NFL1987,2,29,Buffalo Bills,NateOdomes,Nate,Odomes,,Cornerback,Wisconsin
NFL1987,2,30,Washington Redskins,BrianDavis,Brian,Davis,,Cornerback,Nebraska
NFL1987,2,31,Atlanta Falcons,KennyFlowers,Kenny,Flowers,,Running Back,Clemson
NFL1987,2,32,Cleveland Browns,GreggRakoczy,Gregg,Rakoczy,,Center,MiamiFL
NFL1987,2,33,Buffalo Bills,RolandMitchell,Roland,Mitchell,,Cornerback,TexasTech
NFL1987,2,34,St Louis Cardinals,TimMcDonald,Tim,McDonald,,Safety,USC
NFL1987,2,35,Kansas City Chiefs,ChristianOkoye,Christian,Okoye,,Fullback,AzusaPacific
NFL1987,2,36,Tampa Bay Buccaneers,RickyReynolds,Ricky,Reynolds,,Cornerback,WashingtonState
NFL1987,2,37,San Francisco 49ers,JeffBregel,Jeff,Bregel,,Guard,USC
NFL1987,2,38,Pittsburgh Steelers,DeltonHall,Delton,Hall,,Cornerback,Clemson
NFL1987,2,39,Dallas Cowboys,RonFrancis,Ron,Francis,,Cornerback,Baylor
NFL1987,2,40,New Orleans Saints,LonzellHill,Lonzell,Hill,,Wide Receiver,Washington
NFL1987,2,41,Green Bay Packers,JohnnyHolland,Johnny,Holland,,Linebacker,TexasA&M
NFL1987,2,42,New York Jets,AlexGordon,Alex,Gordon,,Linebacker,Cincinnati
NFL1987,2,43,Miami Dolphins,RickGraf,Rick,Graf,,Linebacker,Wisconsin
NFL1987,2,44,Minnesota Vikings,RayBerry,Ray,Berry,,Linebacker,Baylor
NFL1987,2,45,Seattle Seahawks,DaveWyman,Dave,Wyman,,Linebacker,Stanford
