NFL1990,1,1,Indianapolis Colts,JeffGeorge,Jeff,George,,Quarterback,Illinois
NFL1990,1,2,New York Jets,BlairThomas,Blair,Thomas,,Running Back,PennState
NFL1990,1,3,Seattle Seahawks,CortezKennedy,Cortez,Kennedy,,Defensive Tackle,Miami
NFL1990,1,4,Tampa Bay Buccaneers,KeithMcCants,Keith,McCants,,Linebacker,Alabama
NFL1990,1,5,San Diego Chargers,JuniorSeau,Junior,Seau,,Linebacker,USC
NFL1990,1,6,Chicago Bears,MarkCarrier2,Mark,Carrier,,Free Safety,USC
NFL1990,1,7,Detroit Lions,AndreWare,Andre,Ware,,Quarterback,Houston
NFL1990,1,8,New England Patriots,ChrisSingleton,Chris,Singleton,,Linebacker,Arizona
NFL1990,1,9,Miami Dolphins,RichmondWebb,Richmond,Webb,,Tackle,TexasA&M
NFL1990,1,10,New England Patriots,RayAgnew,Ray,Agnew,,Defensive End,NCState
NFL1990,1,11,Los Angeles Raiders,AnthonySmith,Anthony,Smith,,Defensive End,Arizona
NFL1990,1,12,Cincinnati Bengals,JamesFrancis,James,Francis,,Linebacker,Baylor
NFL1990,1,13,Kansas City Chiefs,PercySnow,Percy,Snow,,Linebacker,MichiganState
NFL1990,1,14,New Orleans Saints,RenaldoTurnbull,Renaldo,Turnbull,,Defensive End,WestVirginia
NFL1990,1,15,Houston Oilers,LamarLathon,Lamar,Lathon,,Linebacker,Houston
NFL1990,1,16,Buffalo Bills,JamesWilliams3,James,Williams,,Cornerback,FresnoState
NFL1990,1,17,Dallas Cowboys,EmmittSmith,Emmitt,Smith,,Running Back,Florida
NFL1990,1,18,Green Bay Packers,TonyBennett,Tony,Bennett,,Linebacker,Mississippi
NFL1990,1,19,Green Bay Packers,DarrellThompson,Darrell,Thompson,,Running Back,Minnesota
NFL1990,1,20,Atlanta Falcons,SteveBroussard,Steve,Broussard,,Running Back,WashingtonState
NFL1990,1,21,Pittsburgh Steelers,EricGreen,Eric,Green,,Tight End,Liberty
NFL1990,1,22,Philadelphia Eagles,BenSmith,Ben,Smith,,Cornerback,Georgia
NFL1990,1,23,Los Angeles Rams,BernBrostek,Bern,Brostek,,Center,Washington
NFL1990,1,24,New York Giants,RodneyHampton,Rodney,Hampton,,Running Back,Georgia
NFL1990,1,25,San Francisco 49ers,DexterCarter,Dexter,Carter,,Running Back,FloridaState
NFL1990,2,26,Dallas Cowboys,AlexanderWright,Alexander,Wright,,Wide Receiver,Auburn
NFL1990,2,27,Atlanta Falcons,DarionConner,Darion,Conner,,Outside Linebacker,JacksonState
NFL1990,2,28,New York Jets,ReggieRembert,Reggie,Rembert,,Wide Receiver,WestVirginia
NFL1990,2,29,Seattle Seahawks,TerryWooden,Terry,Wooden,,Outside Linebacker,Syracuse
NFL1990,2,30,Tampa Bay Buccaneers,ReggieCobb,Reggie,Cobb,,Running Back,Tennessee
NFL1990,2,31,Phoenix Cardinals,AnthonyThompson2,Anthony,Thompson,,Running Back,Indiana
NFL1990,2,32,Chicago Bears,FredWashington,Fred,Washington,,Defensive Tackle,TexasChristian
NFL1990,2,33,Chicago Bears,RonCox,Ron,Cox,,Outside Linebacker,FresnoState
NFL1990,2,34,Seattle Seahawks,RobertBlackmon,Robert,Blackmon,,Safety,Baylor
NFL1990,2,35,Detroit Lions,DanOwens,Dan,Owens,,Defensive End,USC
NFL1990,2,36,Indianapolis Colts,AnthonyJohnson,Anthony,Johnson,,Running Back,NotreDame
NFL1990,2,37,Los Angeles Raiders,AaronWallace,Aaron,Wallace,,Defensive End,TexasA&M
NFL1990,2,38,Cincinnati Bengals,HaroldGreen,Harold,Green,,Running Back,SouthCarolina
NFL1990,2,39,Miami Dolphins,KeithSims,Keith,Sims,,Guard,IowaState
NFL1990,2,40,Kansas City Chiefs,TimGrunhard,Tim,Grunhard,,Center,NotreDame
NFL1990,2,41,Houston Oilers,JeffAlm,Jeff,Alm,,Defensive Tackle,NotreDame
NFL1990,2,42,Buffalo Bills,CarwellGardner,Carwell,Gardner,,Running Back,Louisville
NFL1990,2,43,Pittsburgh Steelers,KennyDavidson,Kenny,Davidson,,Defensive End,LSU
NFL1990,2,44,New Orleans Saints,VinceBuck,Vince,Buck,,Cornerback,CentralStateOhio
NFL1990,2,45,Cleveland Browns,LeroyHoard,Leroy,Hoard,,Running Back,Michigan
NFL1990,2,46,Washington Redskins,AndreCollins,Andre,Collins,,Linebacker,PennState
NFL1990,2,47,San Francisco 49ers,DennisBrown,Dennis,Brown,,Defensive End,Washington
NFL1990,2,48,Green Bay Packers,LeRoyButler,LeRoy,Butler,,Strong Safety,FloridaState
NFL1990,2,49,Los Angeles Rams,PatTerrell,Pat,Terrell,,Free Safety,NotreDame
NFL1990,2,50,Philadelphia Eagles,MikeBellamy,Mike,Bellamy,,Wide Receiver,Illinois
NFL1990,2,51,New York Giants,MikeFox,Mike,Fox,,Defensive End,WestVirginia
NFL1990,2,52,Denver Broncos,AltonMontgomery,Alton,Montgomery,,Safety,Houston
NFL1990,2,53,San Francisco 49ers,EricDavis,Eric,Davis,,Cornerback,JacksonvilleState
NFL1990,3,54,Minnesota Vikings,MikeJones5,Mike,Jones,,Tight End,TexasA&M
NFL1990,3,55,Atlanta Falcons,OliverBarnett,Oliver,Barnett,,Defensive End,Kentucky
NFL1990,3,56,New York Jets,TonyStargell,Tony,Stargell,,Cornerback,TennesseeState
NFL1990,3,57,San Diego Chargers,JeffMills,Jeff,Mills,,Inside Linebacker,Nebraska
NFL1990,3,58,Phoenix Cardinals,RickyProehl,Ricky,Proehl,,Wide Receiver,WakeForest
NFL1990,3,59,New England Patriots,TommyHodson,Tommy,Hodson,,Quarterback,LouisianaState
NFL1990,3,60,San Diego Chargers,LeoGoeas,Leo,Goeas,,Guard,Hawaii
